created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Mon Nov 27 03:22:07 +0000 2023,1728977473092886640,"Rail Clinic Kembali Hadir untuk Masyarakat  Setelah vakum akibat pandemi Covid-19, Rail Clinic milik KAI kembali memberikan layanan kesehatan secara gratis kepada masyarakat. Fasilitas yang dimiliki Rail Clinic ini terbilang cukup lengkap dan canggih karena mengandalkan generasi https://t.co/RbdB6VLrFO",0,1,0,0,in,1627528697170501632,1728977473092886640,SB8cekatan,https://twitter.com/SB8cekatan/status/1728977473092886640
Sun Nov 26 15:51:57 +0000 2023,1728803790147502444,"@FiersaBesari 2 tahun lalu dunia bener2 runtuh kakak laki2ku meninggal krn covid, tgl 21 kemarin adikku laki2 meninggal kecelakaan trailer di surabaya kepala pecah tulang rusuk hancur tangan putus dan meninggalkan anak umur 11 bulan Apalagi yg bisa buat semangat kerja dan hidupku bang",0,0,0,2,in,1091205174226370565,1728707487514435798,taekeb0,https://twitter.com/taekeb0/status/1728803790147502444
Sun Nov 26 12:30:45 +0000 2023,1728753154341339647,Hmm lupa2 inget antara ke surabaya/makassar th 2006 naik maskapainya dulu tuh @IndonesiaGaruda sampe jadi platinum member eh gara2 covid langsung turun ke blue wkwkwk,0,0,0,0,in,84009320,1728753154341339647,uch13,https://twitter.com/uch13/status/1728753154341339647
Sun Nov 26 04:58:50 +0000 2023,1728639427482972448,"mall kios masih tutup kosong sepi, harga beras cabe skrg naik .. tapi Jokowi klaim Ekonomi Indonesia Telah Pulih dr Pandemi Covid-19, matavisi nya dah mentok gak spt awal2 jd presiden https://t.co/UbaIYcLDfu KiniSongsong pemimpin sederhana Ganjar Mahfud Manado Solo Poso Surabaya",0,0,0,0,in,750113649365094400,1728639427482972448,kotabahagia,https://twitter.com/kotabahagia/status/1728639427482972448
Wed Nov 22 05:51:09 +0000 2023,1727203041387143332,Komisi Pemberantasan Korupsi (KPK) menggeledah beberapa lokasi di Jabodetabek dan Surabaya dalam rangka penyidikan kasus dugaan korupsi pengadaan alat pelindungan diri (APD) Covid-19 di Kementerian Kesehatan. https://t.co/wMHQlAeKhL,0,1,13,33,in,829366551446818816,1727203041387143332,asumsico,https://twitter.com/asumsico/status/1727203041387143332
Sun Nov 12 13:42:27 +0000 2023,1723697768441741508,@Alfianwisnu087 Alhamdulillah mas jalur Surabaya konsisten mulai rame kaya jaman pra covid dulu.,0,1,0,0,in,231654797,1723518972556173568,masjalu_17,https://twitter.com/masjalu_17/status/1723697768441741508
Fri Nov 10 13:03:56 +0000 2023,1722963301502476498,"semua happy.  bcs mama setelah 4 tahun baru naik kereta lagi (krn pas sebelum covid itu dinas di bandung), dan akunya seneng juga naik eksekutif.  krn jujurly punggungku sering sakit kalo duduknya ga bener. kalo naik ekonomi kan tegak banget ya apalagi ke surabaya juga jauh bgt https://t.co/1HI4cGuKTx",0,0,0,3,in,1164856621551329280,1721857860135780468,capriearth,https://twitter.com/capriearth/status/1722963301502476498
Fri Nov 10 07:32:45 +0000 2023,1722879954210406711,yang terakhir aku lupa perkara surabaya gempa atau covid https://t.co/qKwHnOA2Ya,0,0,0,0,in,1514637890386788352,1722879954210406711,jzayjo,https://twitter.com/jzayjo/status/1722879954210406711
Wed Nov 08 19:29:24 +0000 2023,1722335531185602880,1. Awal² sma ortu bangkrut 2. Lulus langsung keterima kampus negri tapi pas dijalani gak mampu walau ada bea siswa 3. Ngerantau ke Surabaya cari duit 4. Covid bikin planning ancur semua 5. 2020 buka usaha peternakan ayam 6. Alhamdulillah sekarang udah lancar 7. Lagi upgrade usaha,0,1,0,0,in,1504627720915132416,1722335531185602880,emyr_za,https://twitter.com/emyr_za/status/1722335531185602880
Tue Nov 07 07:50:43 +0000 2023,1721797311574269977,@03__nakula @KhofifahIP Bu @KhofifahIP pernah bikin mantan walikota Surabaya bu Tri Rismaharini marah gara-gara bantuan peralatan tes pengujian virus covid 19 dari pemerintah pusat yang seharusnya ditujukan ke Surabaya malah dialihkan bu @KhofifahIP ke daerah lain,0,0,0,2,in,1529749842485866496,1721493097354498537,AdityaSeptianR6,https://twitter.com/AdityaSeptianR6/status/1721797311574269977
Mon Nov 06 07:35:39 +0000 2023,1721431134796677532,@oneiromansy surabaya masih adaa.. daerah pandugo deket kosan. terakhir beli pas awal covid. 10k dah sama ayam,0,0,0,1,in,1389948079067914243,1721430235760177530,gymtayc,https://twitter.com/gymtayc/status/1721431134796677532
Sun Nov 05 23:55:26 +0000 2023,1721315314712060157,"Surabaya. Bapakku dan ibuku seorang pedagang pasar. (Aku menangis ketika menulis ini). Bapakku sayang kepadaku begitu juga kakakku. Singkat cerita, saat covid melanda, aku ditinggal oleh kakakku yang telah dipanggil oleh sang maha kuasa...",0,1,0,0,in,1144257679558422530,1721312756245344360,jamdualebih,https://twitter.com/jamdualebih/status/1721315314712060157
Sun Nov 05 20:29:12 +0000 2023,1721263413714972763,"@zzzzzlayz @convomfs Bener banget. di surabaya ada tuh bakso boedjangan baru setahun keknya, udh tutup. Karena covid waktu itu",0,0,0,0,in,1462530704856662016,1721120566911086860,namakuadabanyak,https://twitter.com/namakuadabanyak/status/1721263413714972763
Sat Nov 04 06:03:13 +0000 2023,1720683096486694920,"@small_mofo_Mk2 Masih inget waktu bu risma tiba2 ngutip2in sampah pas lagi demo UU Ciptaker di Surabaya habis itu balik lagi, random banget. Belum lagi yang tiba2 sujud nyium kaki dokter pas awal puncak COVID :v",0,0,0,0,in,1681566198528634880,1720676622016327833,JAKARTAN_UTD,https://twitter.com/JAKARTAN_UTD/status/1720683096486694920
Fri Nov 03 06:07:19 +0000 2023,1720321738171670672,"untuk mendukung upaya penanganan COVID-19, kata Wali Kota Surabaya, Eri Cahyadi. Puskesmas 24 jam ini dilengkapi dengan fasilitas lengkap dan tenaga medis yang siap melayani masyarakat kapan pun dibutuhkan. Dengan adanya""",0,0,0,0,in,1506107898648469505,1720321738171670672,NAdimeka,https://twitter.com/NAdimeka/status/1720321738171670672
Sat Oct 07 06:18:56 +0000 2023,1710540190509580307,@SapawargaSby @e100ss Museum Surabaya Siola kira kira dibuka lagi kapan ya? Sudah dari covid kemarin belum pernah buka https://t.co/Kl85DQxCmb,0,1,0,2,in,3246910771,1710540190509580307,everaithings,https://twitter.com/everaithings/status/1710540190509580307
Tue Oct 03 23:22:38 +0000 2023,1709348261075833338,@gibran_tweet Repot emang mas gib. Dulu bu Risma di surabaya ga nge bolehin anggaran pembangunan gapura karena takutnya kayak gini. Sekarang after covid malah balapan bikin gapura.  😌,0,0,0,2,in,1600525309929197568,1709177574809821330,naikrokettt,https://twitter.com/naikrokettt/status/1709348261075833338
Mon Oct 02 23:50:42 +0000 2023,1708992935746998273,@business Tertunda karena pandemi covid-19.  Rencana Indonesia melanjutkan pembangunan kereta cepat untuk jarak lebih jauh ke Surabaya.  Mungkin kerjasama dengan JPN ?,0,0,0,0,in,1172883421900627970,1708699605133607412,1404Stj,https://twitter.com/1404Stj/status/1708992935746998273
Mon Oct 02 08:43:41 +0000 2023,1708764677856166311,@Miduk17 sudah kenal zaman covid pas berkunjung ke surabaya ngomonge kosro bentak bentak ke petugas pcr. sekarang mendadak dicitrakan baik palingan selesai pilpres mbalik asal,0,0,0,2,in,1010334072143351808,1708736614841852163,MhmdIsnaini,https://twitter.com/MhmdIsnaini/status/1708764677856166311
Mon Oct 02 07:22:38 +0000 2023,1708744283535310997,Kadiv Is Edy Eko Putranto Memimpin Penangkapan Buronan Kasus Penipuan Dana Bansos Covid Asal Jepang  selengkapnya silahkan baca di: https://t.co/dxU0leIbLf  #memorandum #surabaya #penangkapan #buronan #penipuan #danabansos #bansos #kriminal,0,0,0,0,in,1185733219594973189,1708744283535310997,SKHmemorandum,https://twitter.com/SKHmemorandum/status/1708744283535310997
Fri Sep 29 14:27:38 +0000 2023,1707764071590928627,Waktu penerbangan 1 jam 48 menit sampailah di Surabaya waktu covid benar-benar sepi banget bandaranya yang paling aku benci adalah aku lupa membawa pulpen itu anjir lah karena ternyata ada isi biodata tentang penerbangan dll itulah jdi mau gamau hrus nungguuy org lain,0,1,0,0,in,1413848751987326979,1707760101040279687,dvidzht,https://twitter.com/dvidzht/status/1707764071590928627
Fri Sep 29 14:11:51 +0000 2023,1707760101040279687,"helowey, aku punya cerita waktu aku balik ke Surabaya tempat asal orang tuaku, waktu itu keluargaku pindah ke daerah Kalimantan ( dorm yg skrg ) jadi waktu itu zaman-zaman yang covid aku yang tumbalkan kata kasarnya jadi aku berangkat esok harinya sendiri ke Surabaya",0,1,0,0,in,1413848751987326979,1707760101040279687,dvidzht,https://twitter.com/dvidzht/status/1707760101040279687
Fri Sep 29 03:00:02 +0000 2023,1707591031653273869,Kondisi pasar properti di Surabaya sejak 2021-2022 atau pascapandemi Covid-19 memang cenderung membaik. https://t.co/s00w1DwUCp,0,1,0,0,in,333877701,1707591031653273869,BisniscomJatim,https://twitter.com/BisniscomJatim/status/1707591031653273869
Wed Sep 27 02:47:12 +0000 2023,1706863026107007215,@kompascom yang kurasakan di surabaya banyak toko sepi .. terlalu byk mall baru..bahkan sebelum era covid ato olshop kayak skr ya udah sepi..stand mall baru ga semua terisi apalagi yg pusat perbelanjaan lama..mangkrak...moga ada solusi yg lebih merata..ga cm tik tok 😑,0,0,0,0,in,1376411315749580801,1706622041686983098,Ki_Yen_Ka,https://twitter.com/Ki_Yen_Ka/status/1706863026107007215
Fri Sep 22 17:00:38 +0000 2023,1705265861135827149,"@Kila_autumn @bittercaffeines @kegblgnunfaedh Bukan rukyah kok ini. Jd ini kayak sekumpulan org yg masuk ke tempat2 publik yg rame gt, terus ngebaca shalawat sama doa. Di madura sering soalnya, dulu pas covid di Suramadu sisi Surabaya pernah digiin juga tempat swabnya",0,0,0,0,in,41138987,1705242923057791024,wedee_elegh,https://twitter.com/wedee_elegh/status/1705265861135827149
Fri Sep 22 11:59:55 +0000 2023,1705190182809727394,Hal tsb diungkapkan Bupati @achmadfauzi_wy saat wawancara di Radio Suara Surabaya Menurutnya pasca Pandemi Covid 19 yang paling dimungkinkan dijual untuk mendorong percepatan perekonomian adalah sektor pariwisata. https://t.co/2e2y2IrHsD,0,1,0,4,in,546956094,1705190175725478227,hrmnt__,https://twitter.com/hrmnt__/status/1705190182809727394
Sun Sep 17 07:25:36 +0000 2023,1703309211386683893,Pemkot Surabaya berharap gelaran Piala Dunia U-17 yang akan berlangsung di Stadion GBT bisa mendongkrak ekonomi masyarakat pasca pandemi Covid-19. https://t.co/whGvlz7eUl,0,0,0,0,in,1291246080269545472,1703309211386683893,ngopibareng_id,https://twitter.com/ngopibareng_id/status/1703309211386683893
Fri Sep 15 09:53:01 +0000 2023,1702621534307938754,"@motomami29 Surabaya nih, sejak covid makin sepi.",0,1,0,0,in,147894061,1702617797048852612,caesarangga,https://twitter.com/caesarangga/status/1702621534307938754
Fri Sep 15 07:52:52 +0000 2023,1702591298664882662,[Kasus dokter gadungan atau dokteroid yang melibatkan pria lulusan SMA di Surabaya akhirnya terungkap. dr Anggi menyebut datanya dicatut saat pandemi COVID-19.  https://t.co/OhIt3Jt3Ve,0,0,0,0,in,104446991,1702591298664882662,detikHealth,https://twitter.com/detikHealth/status/1702591298664882662
Fri Sep 15 07:09:00 +0000 2023,1702580256362639543,Kasus dokter gadungan atau dokteroid yang melibatkan pria lulusan SMA di Surabaya akhirnya terungkap. dr Anggi menyebut datanya dicatut saat pandemi COVID-19. https://t.co/hRzBIoq3qP,0,1,1,3,in,69183155,1702580256362639543,detikcom,https://twitter.com/detikcom/status/1702580256362639543
Thu Sep 14 14:21:26 +0000 2023,1702326695863439797,"@vvotanet kenal jekeiti masih kuliah di malang, berangkat pagi ke surabaya buat DS di mall, sering membernya delima, kebagian DS KFC di malang membernya haruka hanna ikha, habis itu pernah DS flying high ingetnya cuma naomi, terakhir DS di malang membernya shani gracia aya sebelum covid",0,0,0,0,in,43596807,1702317724322644007,bintangpelangi,https://twitter.com/bintangpelangi/status/1702326695863439797
Tue Sep 12 05:42:00 +0000 2023,1701471200231493634,"Covid-19 Subvarian Omicron BA.2.86 atau Subvarian Pirola dilaporkan tengah merebak di sejumlah negara, seperti di Amerika Serikat dan sebagian Eropa.   #surabaya #covid #opsi #kemenkes #wajibmasker https://t.co/qnjb9M3c8B",0,0,0,1,in,1359364190419341314,1701471200231493634,CelahId,https://twitter.com/CelahId/status/1701471200231493634
Tue Sep 12 03:07:18 +0000 2023,1701432266491326465,"@matiketawa_ck @SeventhMhd @Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @al_lasan @Anak__Ogi @AntoniusCDN @Miduk17 @NgkongRoses @vita_AVP @Arindra__ lha indonesia gak ada covid gitu....? nanti indonesia juga sampai surabaya, panjang pendek lintasan emang gak di perhitungkan di awal🤭",0,1,0,0,in,1102080977457696769,1701382824836940156,g4kta,https://twitter.com/g4kta/status/1701432266491326465
Mon Sep 11 06:11:21 +0000 2023,1701116199353110852,"Pejabat² pemkot dimana² pake ilmu sendiri gatau drmn. ITB-Bandung ada sampah, Surabaya ada isu macet &amp  transum udh dikasi contekan sama ahlinya jg masi aja pake ilmu pelebaran jalan. Pemda² pas covid jg pake ilmu semprot² desinfektan itu dr ahli apa coba? Mau heran tp pemda.",0,0,0,0,in,73122849,1701116199353110852,lacheriebon,https://twitter.com/lacheriebon/status/1701116199353110852
Mon Sep 04 08:26:04 +0000 2023,1698613384026186132,"@achmadnas99 @Pai_C1 Saya -/+ 9 THN hampir setiap Minggu kecuali jaman covid ga nentu setiap Minggu,awal2 dulu ga bisa tidur,setelah terbiasa kletek bayar langsung merem bangun2 sampai Madiun. Dua terakhir pindah haluan naik tol langsung madiun - Surabaya",0,1,0,0,in,777485426,1697805188277711226,TulusHermawan,https://twitter.com/TulusHermawan/status/1698613384026186132
Mon Sep 04 02:12:03 +0000 2023,1698519263282127165,Prabowo Subianto Puji Kepemimpinan Jokowi dalam Mengendalikan Pandemi Covid-19 - Suara Surabaya #prabowo #prabowosubianto #prabowountuksemua https://t.co/gsJkqbVSGD,0,0,7,0,in,1068101963059879936,1698519263282127165,AdrianaDaneen,https://twitter.com/AdrianaDaneen/status/1698519263282127165
Sat Sep 02 07:10:27 +0000 2023,1697869578850971671,"Dulu tuh pas diterima kuliah di surabaya mikir rasanya pasti boring, kayak surabaya ada apa sih?. Tapi sekarang surabaya jadi kota yg ku rindukan. Dari mulai penghuni yg menemani kala itu, jalanan, makanan, dsb. Ga kebayang kalo gaada covid, segamon apa sama surabaya🧚🏻‍♀️🎀💖💐✨️",0,1,0,1,in,1438147412598542340,1697869578850971671,styleof00,https://twitter.com/styleof00/status/1697869578850971671
Sat Sep 02 05:04:03 +0000 2023,1697837771690574210,Prabowo Subianto Puji Kepemimpinan Jokowi dalam Mengendalikan Pandemi Covid-19 - Suara Surabaya #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/SkukLD0CuY,0,0,10,0,in,797615281455525888,1697837771690574210,AzzrielAzaryahu,https://twitter.com/AzzrielAzaryahu/status/1697837771690574210
Fri Sep 01 13:09:44 +0000 2023,1697597610138431649,Maukah kamu mencoba ini?! 😱 #olahraga #viral #indonesia #sport #yoga #healthylifestyle #football #running #jakarta #diet #onlineshop #bandung #sports #surabaya #boxing #dirumahaja #bogor #muaythai #covid #zumba #herbal https://t.co/xNOC8SMrOB,0,0,0,0,in,1693501121715920897,1697597610138431649,Olahragaekstrim,https://twitter.com/Olahragaekstrim/status/1697597610138431649
Thu Aug 31 13:07:52 +0000 2023,1697234750627533198,3. Hal tersebut selaras dengan program pemerintah yakni tentang Penanggulangan Penyakit TBC di lingkungan kota Surabaya serta akselerasi capaian vaksinasi COVID-19.  #PTPALIndonesia #BUMNUntukIndonesia #WorldClassCompany,0,0,0,1,in,737183024295469056,1697234589931254067,PTPAL_INDONESIA,https://twitter.com/PTPAL_INDONESIA/status/1697234750627533198
Thu Aug 31 13:07:13 +0000 2023,1697234589931254067,1. Surabaya (31/08) Dalam karyawan yang sehat terdapat semangat kerja yang kuat. Upaya peningkatan kesehatan para InsanPAL merupakan sebuah kewajiban. Salah satunya melalui kolaborasi bersama Dinas Kesehatan Pemkot Surabaya pada giat Akselerasi Vaksinasi COVID-19 dan Skrining TBC https://t.co/g5IOS2TBv3,0,1,1,5,in,737183024295469056,1697234589931254067,PTPAL_INDONESIA,https://twitter.com/PTPAL_INDONESIA/status/1697234589931254067
Thu Aug 31 05:21:34 +0000 2023,1697117403652735414,"@CNNIndonesia Bila pilihan nya antara Ganjar, Prabowo atau Anies  andaikan UU memperbolehkan maka @jokowi Lanjut satu periode lagi adalah pilihan paling ideal  IKN Tuntas. Kereta Cepat sampai Surabaya selesai. Tol Sumatera, Kalimantan dan Sulawesi lanjut. Dampak (ekonomi) akibat Covid teratasi",0,0,0,0,in,1557182798888198144,1696808573760913415,nalar_logis,https://twitter.com/nalar_logis/status/1697117403652735414
Mon Aug 28 14:15:04 +0000 2023,1696164499563155727,@lavouzenrose EWKWKWKWK mamaku yg nganjuk 😘 aq aslinya kalimantan trus pas covid pindah kesini 😭 di surabaya rumah abang Gresik rumah ayah WOWHH BANYAK BANGET tpi kalau ditanya org mana ya mhanjuk 😭 GADA JKT JKT WKWKWK,0,0,0,0,in,1313315776510619649,1696155820164006395,pelangsingmntoq,https://twitter.com/pelangsingmntoq/status/1696164499563155727
Sun Aug 27 07:58:04 +0000 2023,1695707234834264134,dalam survei Indonesia political opinion menyebut Anies Responsif menangani Covid 19 mengalahkan gubernur Jawa Barat dan walikota Surabaya #AniesResponsif,0,0,0,0,in,1479191236133097473,1695707234834264134,DwikiHardani,https://twitter.com/DwikiHardani/status/1695707234834264134
Thu Aug 24 23:06:51 +0000 2023,1694848777495150623,@Poldametrojaya_ Jadi inget mantan walkot Surabaya jaman awal Covid-19. Ahay @ListyoSigitP ide nya sangat cemerlang 😂😂,0,0,0,0,in,1655512257575686144,1694521504552415524,Alfatihp1,https://twitter.com/Alfatihp1/status/1694848777495150623
Thu Aug 24 11:33:47 +0000 2023,1694674360231977183,"Banyuwangi, https://t.co/L1aPjGFPC2 - Penerbangan rute Banyuwangi-Surabaya kembali dibuka mulai 30 Agustus 2023. Rute tersebut sempat terhenti akibat pandemi Covid-19. Penerbangan ini akan dilayani maskapai Wings Air, jadwalnya seminggu tiga kali.  https://t.co/7c9JwWQOwO",0,0,0,0,in,517179228,1694674360231977183,kabarbanyuwangi,https://twitter.com/kabarbanyuwangi/status/1694674360231977183
Mon Aug 21 13:57:49 +0000 2023,1693623445190324291,"@collegemenfess Wkwkwk ini bawaannya sama kaya waktu gua olimpiade ke surabaya seminggu, gua keknya kalo 45 hari nyewa gobox deh 🤣 untung gara2 covid kampus ngeconvert kkn jadi bikin jurnal ilmiah ga kebayang betapa repotnya",0,0,0,0,in,1582169962906791936,1693604400886104320,Amayangmanaya,https://twitter.com/Amayangmanaya/status/1693623445190324291
Fri Aug 18 06:11:23 +0000 2023,1692418898577252661,Kabar gembira bagi para penggemar wisata dan perjalanan udara.   Rute penerbangan Surabaya-Banyuwangi atau sebaliknya kembali dibuka setelah sempat terhenti akibat pandemi Covid-19.,0,1,0,1,in,1617796562868137984,1692418898577252661,TimesBWI,https://twitter.com/TimesBWI/status/1692418898577252661
Fri Aug 18 02:54:57 +0000 2023,1692369462681592078,"@govoes sejak 2019 banyak bermunculan vendor baru.. banyak vendor baru yang ngrusak harga pasar,.. +saat covid vendor baru dan vendor jam terbang tinggi seperti terlihat seakan bedanya tipis.. ya gitulah bli.. wkwk (lokasi Surabaya).",0,4,1,2,in,737721343,1692350634387964348,valdianoviko,https://twitter.com/valdianoviko/status/1692369462681592078
Wed Aug 16 16:14:17 +0000 2023,1691845848479773181,"Sebenernya ga punya, karena aku bukan tipe yang terlalu mikirin kenapa buat salah, tapi gimana cara nyelesainnya.  Cuma aku masih kadang suka mikir kenapa waktu itu aku nggak pulang ke Surabaya waktu papaku covid. Padahal UAS online. 😂 Pulang disambut kabar duka tuh gaenak.",1,1,1,31,in,560103367,1691845848479773181,angewwie,https://twitter.com/angewwie/status/1691845848479773181
Mon Aug 14 07:33:15 +0000 2023,1690989946864312320,"bersyukur banget, surabaya jauh dari situasi ini. varian covid baru masuk lagi ditambah polusi ga masuk akal begini, auto bengek sih ini.",0,0,0,1,in,261471322,1690989946864312320,apaansihpin,https://twitter.com/apaansihpin/status/1690989946864312320
Mon Aug 14 02:45:10 +0000 2023,1690917449850617856,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 14 Agustus 2023 #VaksinCovid-19 https://t.co/6I8PJkGhs0,0,0,0,0,in,79130206,1690917449850617856,jpnncom,https://twitter.com/jpnncom/status/1690917449850617856
Sun Aug 13 16:22:14 +0000 2023,1690760684576141312,"Zaman pas masih covid itu udara di kota² besar kayak Jakarta,Surabaya itu pada membaik dan awan² nya pada cantik²",0,0,0,0,in,1256272351945125888,1690760684576141312,le2931,https://twitter.com/le2931/status/1690760684576141312
Sat Aug 12 02:34:07 +0000 2023,1690189893044150274,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Agustus 2023 #VaksinCovid-19 https://t.co/ddHwVopCCO,0,0,0,0,in,79130206,1690189893044150274,jpnncom,https://twitter.com/jpnncom/status/1690189893044150274
Sat Aug 12 00:36:46 +0000 2023,1690160361297883136,"@sutanmangara Saya chef pemilik resto, pasokan elpiji tidak ada masalah. Pendapatan stlh covid alhamdulilah menngkat, pengiriman barang dr semarang surabaya malang lancar dgn adanya tol nyambung.",0,0,0,0,in,1442679012346662913,1689943892278620160,rubino_lugo,https://twitter.com/rubino_lugo/status/1690160361297883136
Fri Aug 11 01:40:02 +0000 2023,1689813896792866816,"@rasjawa Soal bioskop aku baru kemarin cek Salah satu XXi di surabaya ada yg jual tiket 20k , perasaan dulu sebelum covid 25k ehh sekarang malah turun jadi 20k",0,0,2,0,in,1257994548615114754,1689477838368555008,Fikfinicky990,https://twitter.com/Fikfinicky990/status/1689813896792866816
Thu Aug 10 02:34:07 +0000 2023,1689465119942541312,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Agustus 2023 #VaksinCovid-19 https://t.co/41gKWf01HC,0,0,0,0,in,79130206,1689465119942541312,jpnncom,https://twitter.com/jpnncom/status/1689465119942541312
Wed Aug 09 03:05:10 +0000 2023,1689110544903786496,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Agustus 2023 #VaksinCovid-19 https://t.co/Cas15bCyqV,0,0,0,0,in,79130206,1689110544903786496,jpnncom,https://twitter.com/jpnncom/status/1689110544903786496
Tue Aug 08 06:04:40 +0000 2023,1688793328358432768,"@tanyarlfes ini yang ngalamin bukan aku sih nder, tapi mantan aku, waktu itu mantan aku ikut mbaknya ke surabaya,nah pas di surabaya dia kena covid, nah kebetulan orang tuanya mantan aku ini ga suka sama aku, tiba² bapaknya itu minta gabung vc an dan bapaknya bilang gini",0,1,0,0,in,1407747162629296138,1688756018258522112,akuusiiapaaaaaa,https://twitter.com/akuusiiapaaaaaa/status/1688793328358432768
Mon Aug 07 14:21:54 +0000 2023,1688556074633428992,PN Surabaya Masih Berlakukan Sidang Daring Meskipun Pandemi Covid-19 Sudah Dicabut https://t.co/g2UybL5WBC,0,0,0,0,in,1556500724988534784,1688556074633428992,prastio3_totok,https://twitter.com/prastio3_totok/status/1688556074633428992
Mon Aug 07 05:09:52 +0000 2023,1688417151798104064,Pemerintah menerbirkan Peraturan Presiden Republik Indonesia (Perpres) Nomor 48 Tahun 2023 tentang Pengakhiran Penanganan Pandemi Covid-19.   #surabaya #jokowi #perpres #covid #beritajawatimur #kabarjatim https://t.co/sRWonqghPp,0,0,0,1,in,1359364190419341314,1688417151798104064,CelahId,https://twitter.com/CelahId/status/1688417151798104064
